Cluster	b1_WT_rep1	b1_WT_rep2	b2_WT_rep1	b1_clsy12	b2_clsy12	b1_clsy3	b2_clsy3	b1_clsy4	b2_clsy4	b1_clsy34	b2_clsy34	b1_pol_iv	b2_pol_iv	b1_rim22_3	b2_rim22_3	b2_rim22_2	b1_rim22_2
merged_5_24153534	141.27	154.97	72.59	1.47	1.86	233.46	201.34	176.72	83.41	314.77	227.77	10.57	1.83	141.33	137.61	110.98	136.35
merged_3_18458193	7.24	9.58	6.57	1.03	1.53	17.81	15.94	13.28	8.68	29.24	18.93	0	0	13.16	11.38	9.69	9.36
merged_3_12130256	7.46	6.42	4.45	8.28	6.2	6.47	5.41	4.24	3.18	2.63	1.39	0.25	0.12	7.77	7.33	5.96	9.58
merged_2_6054326	9.39	6.21	1.76	0.67	1.27	18.52	3.52	8.22	1.78	9.72	3.39	0	0	11.2	3.27	1.62	8.34
merged_5_11067307	1.94	2.21	2.62	2.78	3.82	1.82	2.41	1.48	1.22	0.85	0.93	0.1	0.01	2.43	3.28	1.3	3.28
merged_1_13150967	27.58	26.85	21.96	1.11	0.78	45.32	32.91	32.72	17.55	51.42	28.76	0.61	0.23	31.81	30.07	26.15	30.45
merged_3_8273519	9.81	7.67	8.79	0.76	0.97	23.84	32.14	16.4	22.29	19.4	44.88	2.2	1.19	14.6	8.89	7.41	7.35
merged_1_16612345	9.73	9.62	4.18	8.71	7.35	16.92	13.21	3.75	1.88	4.62	3.95	0.44	0.13	13.62	8.13	7.73	12.46
merged_5_15671555	12.3	14.16	12.81	2.42	1.91	25.53	22.02	16.15	11.17	23.2	20.13	0.58	0.16	15.78	12.29	9.11	15.85
merged_1_8418480	0.67	1.99	1.98	2.29	3.63	0	0.15	2.38	1.71	0.1	0	0	0	1.71	0.85	2.22	3
merged_4_2464258	25.68	27.12	15.85	0.23	0.59	61.34	39.62	46.13	18.77	79.63	42.14	1.93	0.29	25.15	21.03	17.14	33.24
merged_1_17341157	3.75	2.32	1.13	0	0	3.44	2.03	4.13	0.43	5.44	1.35	0.18	0	3.24	2.9	1.97	4.85
merged_5_15430622	34.45	34.14	13.46	35.45	24.05	4.5	1.87	36.38	20.95	8.72	25.02	0.12	0	2.72	0.88	0.94	2.94
merged_4_417984	61.46	66.76	36.77	4.36	5.75	125.62	105.02	92.9	39.97	139.37	96.82	1.5	0.91	78.93	66.46	46.49	87.54
merged_1_24395723	136.27	204.81	90.29	1.58	2.4	339.9	302.46	334.27	186.28	706.96	436.95	8.6	2.17	253.91	182.95	237.5	46.91
merged_1_13111596	22.79	25.66	22.23	2.14	1.78	53.95	39.63	39.48	20.61	80.26	64.25	2.32	0.3	39.82	18.67	19.45	29.29
merged_4_1397797	41.54	49.09	24.52	1.69	1.61	69.88	63.05	56.05	31.18	93.44	62.63	0	0	73.53	59.41	35.54	52.02
merged_5_12094815	4.57	3.78	2.24	1.61	1.61	6.83	3.52	2.07	1.38	2.43	2.08	0.14	0	6.38	3.74	1.84	5.25
merged_2_7145803	7.13	2.02	1.43	0.87	0.28	12.06	9.63	8.41	2.6	17.72	9.37	1.08	0.54	4.17	8.74	4.44	9.87
merged_5_15715599	6.65	7.13	3.97	2.96	2.09	11.99	5.63	5.39	2.42	8.43	5.61	0.66	0	6.53	5.12	4.36	6.77
merged_4_5035904	6.44	5.83	2.93	2.19	1.59	9.33	4.69	6.47	1.4	8.35	3.13	0.13	0	6.13	5.4	2.91	6.98
merged_4_1811461	3.31	2.73	1.92	2.61	3.2	3.15	2.57	3.02	2.28	1.86	1.6	0.07	0	3.57	3.21	2.96	3.87
merged_1_13294924	3.09	3.69	2.32	2.96	3	3.84	2.97	3.77	2.61	2.67	2.64	0.05	0	3.48	3.16	3.25	3.72
merged_2_6100762	13.02	9.25	8.05	0.82	0.86	12.37	16.74	8.58	8.3	13.02	15.3	0	0.34	8.88	8.98	5.94	9.39
merged_1_9626410	20.63	20.02	12.45	0.17	0.37	41.41	25.93	28.09	10.38	51.95	25.57	0.76	0.21	27.2	20.23	18.61	25.95
merged_2_5999590	3.81	3.46	2.43	1.93	2.71	4.76	4.28	1.96	2.74	4.33	3.8	0.1	0.17	4.44	5.3	5.64	7.32
merged_4_4315082	5.2	8.78	4.85	2.15	2.82	10.13	7.99	7.4	3.56	8.8	6.02	0.25	0	36.81	29.02	17.8	29.72
merged_5_13488375	4.02	6.12	2.94	1.03	0.65	10.75	5.8	8.45	1.83	18.99	6.09	0	0	6.86	2.42	2.17	7.6
merged_3_7851101	13.61	15.85	4.43	8.54	5.82	28.1	15.02	5.18	1.52	5.12	2.9	1.22	0	13.59	12.53	6.13	16.35
merged_2_4326190	35.72	34.7	15.74	17.01	27.14	50.32	41.65	22.63	22.56	44.4	62.61	1.48	0.67	71.02	49.27	23.57	51.8
merged_5_10350242	9.14	9.38	9.38	1.29	1.24	15.56	14.27	12.7	8.86	19.81	17.15	0.32	0.14	10.86	12.27	12.46	10.55
merged_5_11074674	2.31	2.07	1.46	0.82	0.74	3.85	1.96	1.12	0.77	2.12	1.18	0.19	0.07	1.49	2.15	0.45	1.52
merged_1_12808999	3.08	4.36	2.41	3.86	3.94	5.46	5.2	4.78	2.81	7.24	2.68	0	0.06	7.57	8.92	5.39	8.15
merged_3_16766132	21.47	22.36	14.87	15.98	10.31	8.47	8.01	28	21.89	0.22	0.19	0.75	0.47	25.81	30.61	16.96	20.81
merged_1_19388103	42.21	51.57	30.36	0.28	0.35	69.19	50.61	65.8	30.43	103.33	46.57	2.06	0.87	67.33	50.15	32.92	58.87
merged_5_11585312	2.92	2.64	2.52	2.43	2.67	2.98	2.83	2.26	1.89	1.21	1.01	0	0	4.11	3.62	2.43	4.47
merged_3_13913967	2.58	2.93	1.97	3.88	3.86	3.78	3.95	2.17	2.05	0.83	0.56	0	0	4.85	4.4	2.44	5.1
merged_5_20278485	5.87	5.95	8.27	0.63	0.9	10.23	18.18	9.64	10.63	12.54	17.08	0.26	0	6.76	10.04	5.56	5.51
merged_5_10239733	11.55	12.32	13.86	13.36	12.63	12.25	13.09	12.42	12.43	8.86	8.75	0.32	0.12	11.39	18.21	17.7	14.46
merged_1_12865238	46.89	50.89	31.47	46.92	42.15	11.24	6.44	50.25	25.17	12.58	4.88	1.02	0.12	6.33	5.23	2.69	5.13
merged_4_7353264	128.67	122.35	125.76	1.6	1.73	248.24	247.94	178.55	134.22	313.77	297.03	6.58	3.42	140.64	190.54	128.72	131.08
merged_3_14727721	398.52	420.98	257.86	441.08	274.18	141.25	130.39	385.05	245.01	6.05	2.75	7.1	0.95	226.41	196.97	211.93	362.18
merged_5_7069936	9.51	11.39	5.63	0.31	0.33	21.05	9.05	13.64	4.92	23.19	9.64	0.08	0	18.31	9.15	6.5	11.43
merged_1_5965402	8.09	6.42	3.8	0.18	0.2	10.84	6.85	7.88	2.95	12.59	8.61	0.57	0.2	9.98	5.79	4.21	6.91
merged_1_16164611	13.76	15.28	9.98	13.19	14.68	5.52	2.84	12.43	7.55	2.46	1.26	0.33	0	27.52	20.66	26.16	33.24
merged_5_15129358	18.73	15.37	6.01	0.2	0	21.18	9.29	11.03	4.58	24.46	11.68	0.33	0.13	16.98	11.33	6.89	15.86
merged_4_9502777	10.61	8.54	7.39	0.78	1.14	28.46	21.94	20.11	13.4	42.77	33.88	0.79	0.34	19.56	25.31	6.03	10.62
merged_4_6062468	1.54	1.16	2.2	2.47	1.9	1.88	3.24	1.7	0.93	2.62	1.78	0.36	0.22	8.2	9.2	8.11	9.87
merged_2_4950868	6.11	7.34	7.84	10.23	9.35	4.82	5.49	6.83	5.18	1.27	0.82	0.22	0.03	6.67	7.74	8.01	9.16
merged_4_2596798	3.58	4.27	4.47	0.93	0.38	8.01	6.93	5.6	5.78	9.32	11.23	0.22	0.33	5.51	5.12	4.59	3.62
merged_1_16260744	3.52	1.96	0.52	0.32	0.1	2.55	2.92	3.9	1.05	5.42	2.41	0	0	3.92	2.67	3.7	5.12
merged_3_11090725	3.37	5.01	5.21	0.72	0.23	9.96	6.54	6.32	2.39	7.58	6.6	0	0.11	6.03	4.98	3.5	4.69
merged_5_12819651	5.47	5.64	12.96	1.66	1.17	7.73	11.14	6.03	8.22	7.84	8.32	0.2	0.41	8.7	12.12	5.93	8.06
merged_4_8564128	17.94	20.88	11.64	1.17	0.99	30.17	25.37	16.7	12.9	31.04	34.41	0.64	0.12	20.91	20.11	14.53	15.96
merged_2_258710	4.91	4.51	2.05	13.3	4.39	0.85	0.07	3.57	2.07	0	0	0	0	0.32	0.15	0	0.08
merged_3_16645818	5.21	5.01	4.01	0.55	0.99	7.24	7.37	6.93	3.27	12.95	10.48	0.31	0.05	7.78	6.56	3.88	5.24
merged_3_15937787	22.45	25.19	19.61	0.42	0.71	44.11	30.34	30.03	20.97	46.4	32.4	1.03	0.35	32.73	25.2	17.16	23.58
merged_5_18207278	16.96	22.12	22.09	2.24	1.39	40.58	40.17	26.91	24.54	60.69	56.43	1.23	0.3	19.31	18.31	19.97	22.28
merged_1_29312451	18.82	16.43	5.56	0.87	0.18	24.68	14.56	18.21	5.41	29.1	11.17	0.16	0	34.64	20.25	15.45	23.3
merged_1_13591667	3.94	4.05	2.36	0.57	0.75	4.77	3.9	4.78	1.59	5.73	3.78	0.06	0.02	7.37	4.29	2.19	4.51
merged_4_9770636	63.65	48.36	28.55	1.01	0	123.34	60	89.35	35.49	127.48	100.8	3.33	0	47.44	33.35	26.93	48.57
merged_4_7561002	13.43	11.26	7.64	2.48	1.98	19.93	10.88	12.63	5.69	18.61	11.98	0.22	0.07	18.45	10.67	6.47	13.45
merged_3_11587282	61.17	59.61	35.98	5.18	3.83	77.28	45.12	38.85	18.71	79.39	38.39	0.24	0	62.13	38.67	32.4	58.33
merged_2_11163862	33.87	33.14	24.65	1.8	2.17	75.85	50.61	35.21	14.46	71.92	50.44	1.19	0.34	41.9	27.62	24.3	36.41
merged_1_19675039	8.09	24.53	18.96	6.57	5.32	57.91	44.9	0.96	1.21	1.59	0.46	0	0	4.07	7.9	21.41	42.54
merged_1_16035911	0.37	0.79	0.46	1.65	1.44	0.91	0.99	0.07	0.1	0	0	0	0.05	2.13	4.17	2.82	5.64
merged_3_12337900	5.5	4.47	2.28	1.9	2.41	5.9	3.52	5.44	2.63	5.58	3.45	0.07	0	7.11	3.99	2.37	7.4
merged_5_8666133	38.47	39.35	21.78	1.47	1	75.6	45.63	55.42	28.45	78.05	56.97	1.49	0.25	47.04	31.04	18.56	43.03
merged_2_5846182	16.61	19.49	22.11	1.37	1.26	34.69	36.28	21.56	18.22	38.46	38.99	0.92	0.23	19.1	25.85	17.54	22.65
merged_3_14622270	2.91	4.52	0.9	1	0.16	3.33	2.62	2.62	1.24	4.07	2.44	0.1	0.08	2.88	3.44	1.75	3.59
merged_1_16341076	23.35	28.33	13.4	19.08	11.38	53.17	28.93	26.29	4.91	39.64	18.02	1.98	0.12	33.48	18.65	18.23	35.53
merged_2_11645738	44.57	42.41	72.02	0.7	1.59	160.27	204	114.64	127.87	210.69	289.65	3.67	0.96	67.46	54.02	74.87	83.9
merged_3_11852988	3.86	2.68	1.97	0	0.2	7.58	4.31	3.31	0.63	5.03	1.19	0	0	9.03	2.64	1.37	5.35
merged_5_17867034	26.6	26.56	20.09	1.83	1.27	46.95	37.2	29.27	17.77	55.45	42.09	1.25	0.29	43.8	44.15	37.95	56.74
merged_5_14123527	70.24	69.15	45.88	1.69	1.19	103.95	94.34	70.92	55.36	110.99	97.66	3.49	1.12	78.76	50.5	51.48	69.06
merged_5_14418312	1.98	2.62	2.23	0.68	0.22	6.06	2.32	4.46	0.23	3.7	1.07	0	0	4.33	0.92	0.82	5
merged_5_9042660	14.54	6.73	11.46	0.75	0.95	31.31	24.62	19.2	12.05	43	40.75	0.62	0.16	45.61	28.72	14.13	14.66
merged_5_11258672	2.17	2.26	1.17	2.57	0.93	4.79	3.43	2.32	1.13	2.69	1.67	0.1	0	3.05	4.77	1.44	4.38
merged_5_10606127	2.91	2.29	1.3	1.3	1.22	2.92	3.06	1.41	1.27	2.94	2.26	0.17	0	2.98	1.8	1.61	3.15
merged_2_1089377	54.14	66.76	45.93	18.77	9.79	100.18	84.21	62.89	35.15	108.36	82.51	2.73	1.21	71.88	51.12	47.26	88.74
merged_2_7708325	15.59	16.21	14.07	0.82	0.17	39.24	26.58	36.41	21.41	64.95	47.61	1.35	0.26	49.25	47.88	13.48	22.59
merged_3_19152485	17.73	22.32	16.95	25.86	26.33	1.59	0.97	16.16	12.18	0.05	0	0.49	0.09	25.31	8.74	21.02	33.25
merged_2_7904267	35.95	34.39	22.4	0.8	1.21	53.7	40.78	41.52	22.85	60.95	41.78	1.31	0.35	64.47	36.2	23.29	43.11
merged_2_7192489	20.57	21.74	9.37	10.17	9.56	33.14	18.01	18.53	7.99	28.36	14.26	0.38	0.26	31.76	16.34	17.73	26.01
merged_4_5844032	11.78	9.62	5.15	0.47	0.8	16.3	10.2	9.44	4.74	10.37	7.9	0.3	0	16.65	10.3	7.08	13.05
merged_3_15295601	90.27	97.77	55.77	94.97	70.52	15.17	12.16	52.35	28.55	1.98	1.07	1.82	0.29	104.73	150.34	138.41	199.55
merged_2_16380502	4.95	4.71	2.35	0.93	1.85	9.69	6.34	6.85	1.76	6.64	5.61	0.11	0	10.03	3.88	2.64	6.75
merged_1_18892599	8.51	8.76	6.53	0.2	0.13	23.65	12.78	16.15	8.73	27.33	17.27	1	0.89	11.77	6.36	5.6	14.32
merged_1_13544357	12.52	14.37	11.51	2.05	2.08	20.96	15.6	11.2	7.97	20.38	13.98	0.55	0.03	22.13	15.77	10.5	19.16
merged_4_2165433	2.4	4.15	2.55	1.42	1.4	4.93	3.61	1.45	0.26	2.29	1.85	0.2	0	2.52	1.88	1.49	2.41
merged_3_14988945	12.15	10.72	2	1.3	1.92	23.58	8.66	8.74	6.04	13.21	8.49	0.36	0	22.44	9.86	7.15	14.97
merged_2_6935694	13.44	13.81	11.98	8.81	7.26	15	14.27	14.91	10.85	16.63	14.29	0.58	0.18	12.03	12.05	10.93	11.36
merged_1_12855974	7.89	9.2	6.63	8.11	6.44	5.91	5.52	8.23	5.2	4.36	3.41	0.21	0.05	6.03	6.51	4.6	5.74
merged_5_14395014	6.74	6.22	7.1	0.15	0.1	7.18	11.75	5.33	6.25	6.51	14.4	0.38	0	7.38	15.22	9.88	3.78
merged_1_15020502	3.29	2.51	0.93	2.28	2.3	2	1.13	1.96	0.89	0.56	0.21	0.07	0.01	3.98	1.62	2.18	3.36
merged_2_18093091	285.71	326.84	368.49	4.41	4.61	542.9	653.76	419.2	391.01	694.62	827.86	13.27	5.51	294.87	419.56	299.15	303.86
merged_3_11594437	4.88	4.94	3.62	1.22	1.1	9.21	8.42	4.88	3.09	6.71	6.01	0.36	0.08	9.47	11.5	7.04	10.4
merged_2_4525969	17.17	18.33	9.78	2.08	0.73	27.61	18.63	20.25	11.03	34.76	20.05	0.57	0	26.19	19.52	8.44	20.01
merged_5_8322253	11.56	9.96	9.74	0.75	0.27	28.68	22.74	21.65	13.14	31.15	28	2.19	0	11.79	13.61	17.77	15.43
merged_5_2442507	6.53	9.32	7.6	1.32	0.75	14.95	14.12	11.54	8.59	17.45	15.71	0.48	0.09	10.07	8.4	9.49	8.83
merged_2_1458840	12.2	17.48	10.62	1.85	0.59	22.77	16.98	16.23	7.99	22.95	14.47	0.87	0	20.13	15.76	13.67	17.45
merged_2_5589636	50.21	47.35	47.31	60.08	45.01	86.77	81.96	8.06	6.32	5.47	6.86	0.73	0.69	51.9	50.18	59.45	70.69
merged_4_2787447	5.28	6.52	1.97	2.33	1.96	7.7	5.3	3.83	1.78	4.9	3.14	0.21	0.1	6.09	4.56	2.52	5.41
merged_5_9948256	9.09	7.37	5.97	0.43	0.41	13.21	11.25	8.39	6.77	14.15	13.52	0.21	0.11	11.66	10	7.62	10.23
merged_5_19746438	138.85	122.95	76.68	1.01	0.85	267.07	198.22	158.81	107.31	222.19	225.03	7.18	1.67	138.19	95.25	109.52	104.85
merged_3_16051786	31.54	27.95	18.42	1.18	0.69	49.55	39.34	34.48	23.39	48.88	40.62	1.72	0.23	37.03	32.3	21.11	28.58
merged_4_684017	14.37	15.06	12.05	0.44	0.37	25.74	20.27	15.02	8.94	26.69	18.98	0.36	0	17.5	13.81	10.52	15.76
merged_1_17542068	33.91	34.9	23.8	30.61	21.34	11.94	10.69	36.4	19.8	5.23	4.55	0.5	0.11	46.19	36.77	37.91	61.3
merged_3_15766000	38.9	50.58	30.67	48.85	39.12	15.61	11.66	49.82	29.95	4.27	3.16	0.91	0.28	13.82	16.91	6.03	11.47
merged_5_17112068	22.62	21.15	6.65	0.42	0.27	28.54	14.18	27.31	9.5	62.96	20.76	0.69	0.26	42.93	15.51	20.63	57.45
merged_4_4222187	12.6	12.36	7.22	10.93	7.83	4.94	3.92	7.99	5.6	2.32	1.36	0.28	0.18	40.07	38.18	17.74	44.98
merged_3_16132217	29.03	32.14	21.71	0.9	2.86	83.87	53.03	36.06	13.79	45.28	33.43	0.75	0	34.57	17.14	14.91	32.76
merged_4_3174188	3.5	2.94	2.66	2.88	3.43	2.67	4.61	1.52	2.52	0.92	0.66	0.19	0.14	4.04	5.75	2.46	4.44
merged_1_14226832	3.74	4.09	3.13	4.58	3.64	3.88	3.36	3.55	2.19	2.1	1.61	0.13	0.05	4.65	4.91	3.89	5.18
merged_1_8282531	62.74	73.13	43.53	63.68	64.45	2.2	0.81	85.82	59.71	38	27.27	2.17	0.38	4.15	8.2	1.49	0.93
merged_5_9900284	3.94	2.85	1.21	0	0.19	10.41	5.98	10.49	5.29	13.82	11.06	0.51	0	8.31	4.66	1.34	5.74
merged_5_11592213	2.92	3.8	1.47	1.16	0.91	5.9	3.66	3.91	1.96	7.39	3.56	0	0.06	4.13	2.71	1.43	5.06
merged_2_7297652	3.55	7.49	5	0.57	0.72	5.59	3.5	4.33	2.39	14.47	8.28	0.47	0.24	11.19	9.46	3.04	3.98
merged_2_1307756	4.28	5.7	2.54	3.96	2.48	4.51	3.77	2.78	1.22	2.3	1.94	0.02	0.14	8.89	6.39	6.35	13.84
merged_1_23651363	59.3	65.32	52.11	0.34	0.36	104.67	81.86	70.32	48.35	110.98	95.07	1.77	0.35	75.59	65.77	47.41	59.54
merged_3_15837593	6.99	9.81	2.89	2.38	1.23	14.02	7.4	7.27	2.49	10.05	6.29	0.36	0	10.16	7.93	4.72	8
merged_2_7701942	120.81	145.71	111.53	2.32	1.2	311.48	205.59	284.98	138.79	509.07	347.36	10.96	1.71	184.49	136.78	133.67	175.82
merged_5_10079701	8.32	4.97	3.15	5.34	3.47	4.64	2.59	4.8	0.82	1.79	0.43	0.11	0	9.49	8.75	8.64	15.12
merged_2_5970058	4.01	4.57	3.14	0.72	0.33	7.95	5.75	5.94	2.88	8.79	4.94	0.04	0.09	9.69	6.87	4.42	7.13
merged_4_4443726	1.55	1.76	1.93	1.27	1.47	2.52	1.63	1.02	0.7	0.8	0.32	0	0.07	1.32	1.59	1.13	2.57
merged_3_15263153	8.15	9.78	8.67	3.17	2.52	13.15	12.78	10.53	8.24	13.57	12.14	0.57	0.14	9.01	9.92	9.01	9.28
merged_1_28964114	197.39	228.48	159.43	267.03	210.64	102.04	96.93	241.39	178.78	4.86	4.23	4.47	0.71	153.54	150.79	173.64	201.64
merged_1_18019141	98.54	107.06	150.9	115.17	175.39	63.44	61.64	121.15	135.64	49.95	58.54	4.23	0.8	43.19	66.85	24.5	33.54
merged_1_4770114	12.72	16.01	12.01	0.43	1.15	32	20.17	18.44	11.33	25.73	20.59	0.88	0.07	21.44	15.5	15.18	15.72
merged_2_6172435	8.94	11.46	6.92	0.24	0	17.5	12.71	10.48	3.49	17.71	9.83	1.58	0	16.58	6.35	6.04	10.43
merged_5_17304613	5.12	5.42	4.64	3.79	2.94	8.79	8.86	5.16	3.31	8.35	7.09	0.25	0.09	5.19	5.68	5.11	6.26
merged_1_13480038	3.74	4.76	1.38	2.25	1.43	5.25	4.05	2.01	1.02	2.72	1.52	0.07	0.17	4.97	2.95	3.14	5.59
merged_3_16681915	20.52	21.92	15.78	5.55	4.77	41.85	29.45	18.05	10.84	28.46	21.79	0.66	0	29.03	21.28	15.26	24.99
merged_3_5164339	20.62	20.28	11.51	7.02	2.82	45.26	24.44	18.59	8.26	33.54	19.56	0.48	0.57	21.69	14.21	12.61	22.23
merged_4_3959564	5.86	5.94	5.52	8.52	7.82	4.54	3.86	5.74	5.56	1.15	1.11	0.14	0.06	6.3	9.52	6.99	7.76
merged_2_2932097	7.01	7.53	7.61	1.91	2.28	9.57	11.77	8.54	7.77	14.29	17.93	0.52	0.09	6.41	8.64	8.22	7.39
merged_3_14337494	2.08	3.67	1.95	1.78	1.88	2.12	2.39	1.47	1.05	2.73	1.75	0	0	2.76	3.11	1.68	4.7
merged_4_11381258	19.57	16.33	20.67	0.38	2.53	28.7	31.15	18.02	18.57	34.13	28.4	1.73	0.24	27.75	28.98	20.04	24.9
merged_4_5277974	11.94	15.81	9.48	5.81	2.8	17.21	11.98	9.58	4.16	19.23	7.79	0.57	0	18.52	9.57	17.03	21.58
merged_3_11993944	12.99	17.19	8.54	2.94	1.86	26.04	11.54	19.9	7.38	22.65	13.28	1.02	0.48	72.72	31.71	22.18	73.02
merged_2_2547766	9.05	9.8	5.58	2.28	1.32	14.58	8.99	10.71	4.78	14.94	8.18	0.46	0.06	12.35	8.95	5.12	10.53
merged_5_11975100	4.38	3.75	3.43	1.01	1.8	7.51	7.56	4.09	2.25	5.38	6.07	0.38	0	5.61	5.06	2.09	4.66
merged_5_13059534	32.91	35.54	30.98	57.13	47.83	11.72	10.14	7.91	6.96	1.43	0.82	0.71	0.27	47.69	54.51	37.3	76.27
merged_2_4579521	2.06	2.34	1.49	2.06	1.84	1.8	0.86	2.1	1.67	1.31	0.37	0	0	2.35	1.75	1.69	2.48
merged_1_14165878	151.15	161.43	216.02	2.56	2.84	251.17	284.66	249.62	225.9	472.73	485.17	8.19	5	194.71	179.61	144.7	153.07
merged_3_13966469	5.46	5.51	4.76	7.17	6.58	3.27	3.27	4.09	3.6	0.66	0.71	0.17	0.09	6.29	6.72	3.98	8.24
merged_3_14939296	18.15	11.9	8.85	1.5	1.61	24.26	18.56	23.06	14.38	40.03	26.83	0.74	0.28	27.26	23.07	7.18	21.32
merged_1_6117345	1.73	1.25	2.39	6.73	8.86	0.12	0.5	5.77	3.66	16.4	12.41	0	0.08	1.61	1.24	3.98	1.6
merged_4_4420434	2.85	2.62	1.96	2.8	3.96	2.97	1.72	2.4	2.25	1.12	1.32	0.05	0	3.6	3.61	3.7	4.35
merged_4_11380226	19.45	25.75	12.12	5.77	5.58	47.01	19.55	19.8	8.71	41.97	23.19	0.66	0.3	55.63	36.01	58.67	67.47
merged_4_3702259	2.94	3.46	2.02	2.21	1.29	4.34	3.43	2.81	1.61	3.5	2.43	0.1	0.05	4.68	3.9	2	4.53
merged_1_23246877	111.05	100.69	56.08	3.02	1.75	159.68	113.46	140.68	65.52	232.9	129.43	5.3	1.72	140.93	100.53	88.19	121.35
merged_5_13834486	3.43	2.72	2.22	0	0.84	2.09	2.39	5.02	1.07	6.5	4.64	0.12	0	2.57	2.31	1.92	1.08
merged_2_8037442	358.12	393.11	268.35	473.14	354.08	113.45	108.99	372.32	262.75	7.34	3.91	7.99	1.13	277.41	255.64	264.04	338.18
merged_5_14946210	44.31	44.66	23.64	5.17	4.51	57.54	46.65	45.72	22.68	76.14	48.74	2.08	0.69	53.85	53.74	40.48	48.26
merged_3_10388455	163.55	148.58	91.65	123.15	109.17	18.06	12.51	145.31	72.75	2.04	1.08	2.82	0.46	12.83	18.44	2.25	3.38
merged_4_9111267	13.55	15.18	20.56	0.41	0.78	30.69	43.68	26.36	27.15	44.01	54.91	0.28	0.47	15.86	22.47	18.36	20.25
merged_3_8345308	74.1	79.41	62.21	1.43	1.17	153.35	116.08	118.4	63.54	252.1	146.96	3.04	0.9	86.9	97.12	53.32	100.23
merged_1_16793425	36.02	37.66	33.07	1.84	1.49	56.79	53.98	49.23	36.72	69.51	77.33	1.21	0.69	35.3	35.45	25.28	37.38
merged_5_18486401	30.02	31.22	22.63	1.05	0.85	49.76	42.6	36.38	24.01	61.56	45.54	0.86	0.15	40.82	42.31	25.88	30.96
merged_3_20143963	79.35	76.26	25.7	1.11	0.47	140.2	70.03	100.93	32.54	152.65	86.13	4.43	1.39	96	54.65	40.6	70.01
merged_2_6655634	206.34	200.18	89.2	209.45	134.85	39.36	32.73	196.24	116.31	3.18	1.46	2.79	0.5	191.56	141.41	144.99	244.29
merged_2_465763	26.94	29.38	15.88	0	0.14	46.67	31.01	35.75	15.73	65.57	45.49	1.94	0.13	24.84	16.43	15.96	23.58
merged_2_1397353	7.79	7.56	3.71	2.85	2.05	10.86	7.94	7.09	4.17	7.8	5.36	0.16	0.12	16.09	14.13	8.89	13.09
merged_5_12320718	2.66	2.86	1.1	0.77	0.67	5.05	3.19	3.32	1.49	4.52	2.37	0.13	0.18	4.25	3.02	2.19	3.9
merged_3_21363569	39.83	44.85	19.45	3.44	1.59	77.16	46.42	60.19	27.71	105.6	57.25	0.26	0.2	68.91	54.23	18.29	41.18
merged_1_20469302	173.1	174.16	120.52	176.26	148.83	31.85	22.83	171.68	100.53	10.01	3.5	3.04	0.88	11.77	9.6	4.99	8.85
merged_5_5643804	19.77	20.67	25.9	5.52	5.2	31.2	32.15	24.52	18.85	34.4	29.91	0.87	0.38	24.19	27.83	23.57	21.76
merged_3_11762152	11.39	8.78	16.01	1.49	7.49	3.38	2.6	3.72	2.97	1.25	0.22	0.38	0	42.51	27.29	49.39	11.18
merged_1_7313030	13.83	11.44	9.74	0.99	0.42	25.53	18.17	19.32	13.53	25.79	27.44	2.44	0	14.41	10.51	6.54	10.8
merged_5_9593916	18.56	16.73	14.55	3.74	8.19	40.85	33.19	30.04	15.19	45.11	34.76	0.9	0.29	36.23	24.98	63.71	49.92
merged_5_10018895	40.93	48.9	24.6	7.7	4.69	79.19	43.08	45.88	26.55	89.35	44.63	17.16	6.18	63.89	43.92	22.27	41.42
merged_3_13790386	3.33	3.08	5	0.38	0.84	4.74	7.29	4.66	3.4	4.55	4.32	0.31	1.31	5.6	7.82	2.12	4.62
merged_3_4579030	16.15	16.03	6.86	0.62	0.39	27.25	15.47	21.98	10.68	32.36	19.18	1.28	0.13	21.7	15.2	11.11	20.39
merged_2_7650820	4.7	6.53	8.21	0	0	15.8	15.04	20.47	7.48	25.72	15.78	0	0	10.58	10.25	10.74	9.12
merged_5_13777933	5.01	5.87	4.6	3.54	2.76	6.14	6.26	5.39	3.58	10.03	6.5	0.29	0.18	4.74	5.94	4.44	6.07
merged_1_16757439	301.76	335.57	278.72	357.54	349.76	49.89	39.92	343.15	248.12	6.05	3.17	6.13	1.06	95.85	150.53	10	27.97
merged_2_3394250	10.9	15.08	13.71	22.07	18.82	6.16	5.48	12.64	10.53	1.85	3.37	0.9	1.97	7.14	8.53	7.82	10.43
merged_4_78762	20.09	20.94	19.71	10.61	6.72	45.14	29.86	15.96	14.07	22.79	27.36	0.47	0.36	23.98	18.17	13.21	27.92
merged_5_14429645	9.36	14.79	7.14	3.36	2.46	16.37	10.88	20.62	10.98	21.39	8.99	0.21	0.16	25.54	10.92	11.16	20.93
merged_5_7715370	4.06	6.96	1.89	0.82	0.26	8.03	6.68	7.36	2.17	11.44	5.43	0.34	0	6.68	4.55	2.48	7.88
merged_1_24884060	453.92	398.92	139.48	308.93	151.67	353.68	174.28	403.86	89.9	630.55	130.08	868.09	349.48	473.54	290.7	646.09	754.14
merged_1_20174275	10.8	10.34	8.69	0.66	1.36	23.87	10.6	12.45	4.49	19.07	10.44	0.27	0.1	13.42	9.58	5.37	13.28
