Cluster	b1_WT_rep1	b1_WT_rep2	b2_WT_rep1	b1_clsy12	b2_clsy12	b1_clsy3	b2_clsy3	b1_clsy4	b2_clsy4	b1_clsy34	b2_clsy34	b1_pol_iv	b2_pol_iv	b1_rim22_3	b2_rim22_3	b2_rim22_2	b1_rim22_2
merged_3_9134220	99.93	108.29	66.97	102.55	92.15	20.37	15.63	130.43	67.01	8.63	6.24	2.48	0.09	11.24	7.34	3.41	7.78
merged_5_11256694	1.41	0.65	0.56	0.6	0.53	1.29	0.7	0.53	0.32	0.18	0.46	0	0	0.38	1.57	0.59	1.71
merged_3_21130485	24.71	31.68	21.98	30.91	25.6	48.46	38.83	50.89	25.2	47.11	27.96	0.59	0.75	26.81	21.55	15.16	21.44
merged_3_22377619	73.94	66.62	43.65	0.88	1.8	107.62	87.41	72.9	44.46	105.47	91.85	2.26	1.53	85.43	59.63	56.16	68.75
merged_2_2902276	7.89	8.45	4.75	1.13	0.83	14.53	12.48	11.85	7.37	14.87	13.57	0.4	0.04	10.23	8.81	7.53	11.01
merged_2_17992463	19.72	14.43	20.67	0.45	0.57	22.14	38.18	16.46	19.21	26.54	43.18	0.83	0.14	18.08	23.92	20.99	18.86
merged_5_12570338	5.75	6.1	6.88	2.53	2.24	8.86	10.18	6.93	6.3	10.13	10.66	0.31	0.09	6.75	8.25	6.56	7.88
merged_1_16085192	1.88	2.16	1.82	1.25	1.16	2.88	2.24	2.26	1.88	3.98	3.06	0.12	0.27	3.08	2.68	1.58	2.92
merged_4_14434059	40.2	42.17	22.14	0	1.13	86.42	51.77	31.73	12.52	41.82	21.92	3.15	0	67.83	32.73	30.92	47.49
merged_1_16844292	80.99	93.02	83.35	10.34	9.3	184.98	162.51	130.48	87.8	295.11	238.77	5.63	2.19	89.5	106.74	97.86	97.39
merged_2_5298395	5.09	4.56	3.75	4.74	4.71	4.48	4.52	3.67	2.66	2.76	2.22	0.14	0	3.87	5.65	3.04	5.84
merged_2_1676128	56.03	51.38	27.39	0.69	1.09	114.48	63.01	96.42	35.12	142.04	88.81	1.98	0.11	82.72	44.65	36.66	55.39
merged_1_17111157	234.59	222.59	134.59	241.62	160.26	16.28	12.47	227.75	130.96	5.92	2.54	3.65	0.31	220.35	146.7	168.01	291.68
merged_1_7506356	9.67	9.66	8	15.05	33.52	0.45	0.53	7.55	5.72	0	0	0	0	0.81	1.28	0	0.29
merged_5_12416257	4.8	4.82	2.61	2.55	3.68	1.9	2.91	1.74	3.1	0.41	0.36	0.23	0	3.95	3.22	3.85	4.97
merged_5_10583460	3.3	3.28	2.8	3.29	2.58	3.49	3.84	3.38	2.6	4.44	2.88	0.11	0.01	3.6	4.77	2.91	3.97
merged_3_14282386	2.47	1.49	1.39	0	0.17	2.95	1.31	2.02	1.4	3.74	1.86	0.38	0.06	2.64	1.54	1.25	2.14
merged_5_15698901	52.2	54.09	50.98	31.77	22.62	37.91	26.73	69.85	44.28	63.79	29.86	2.09	0.29	38.73	31.4	23.08	40.73
merged_4_6114450	19.29	20.95	12.26	26.27	13.69	27.2	13.59	4.45	3.65	3.07	0.8	0	0	29.68	19.5	20.13	25.89
merged_3_8596885	39.22	39.9	12.53	0	0.32	73.77	30.59	45.25	14.3	94.23	42.77	0	1.25	47.91	18.19	21.16	38.59
merged_1_24250883	150.49	124.36	68.04	1.32	1.88	254.64	129.15	174.92	67.07	282.04	132.41	2.45	1.03	173.45	93.07	88.81	170.03
merged_3_11683455	3.47	4.12	1.85	0.46	0.29	9.23	4.61	4.87	2.12	10	5.53	0.06	0.05	5.58	3.59	1.85	4.52
merged_3_8690052	34.45	30.93	18.72	0	0.49	62.82	35.21	50.23	20.86	91.78	49.2	1.82	0.08	40.27	22.95	28.18	40.17
merged_5_1064302	22.44	24.8	17.12	8.03	6.25	32.96	26.25	23.71	16.51	27.43	26.36	0.78	0.35	27.28	28.46	21.15	31.98
merged_1_13201355	267.3	184.62	202.23	265.9	299.08	11.3	11.65	201.68	201.8	13.26	8.33	4.19	0.16	45.99	19.56	43.4	51.32
merged_5_17480242	9.16	11.24	9.88	5.84	11.39	13.1	9.95	16.04	7.52	15.82	11.19	0.28	0.21	27.98	19.58	27.45	44.56
merged_4_3660517	7.33	8.28	5.71	3.14	3.49	9.21	8.42	5.57	3.66	7.04	5.42	0.26	0.09	9.56	9.64	5.64	11.44
merged_5_21095824	65.77	64.05	83.05	106.3	89.23	7.2	3.7	74.7	55.17	0.89	0.83	1.39	0.23	0.37	0.31	0.09	0.27
merged_1_15553580	2.92	2.46	2.27	3.08	2.96	2.37	2.92	1.39	1.23	1.13	0.84	0.04	0.07	3.14	2.91	1.98	3.94
merged_5_4970261	62.45	62.46	29.32	2.97	1.13	134.63	47.2	82.81	27.99	125.08	46.95	0.49	0	69.58	79.5	48.43	67.28
merged_3_15433530	13.35	13.34	9.62	2.61	2.12	21.46	17.07	12.96	8.73	19.71	15.01	1.05	0.3	16.94	14.58	8.45	13.77
merged_4_10928105	81.45	74.18	52.5	0.87	0.42	131.45	68.21	99.46	41.19	161.08	63.85	2.52	0.82	138.11	77.81	40.31	93.58
merged_4_1365795	9	6.54	4.58	0.19	0.12	16.1	11.08	9.39	3.87	18.55	8.08	0	0	13.92	10.89	6.93	9.58
merged_5_12982656	2.06	2.43	2.26	1.24	2.26	2.68	2.31	1	0.76	1.38	0.78	0	0.06	1.25	2.4	1.73	2.48
merged_2_9896468	57.64	67.8	58.23	4.29	4.08	96.87	117.62	74.84	64.28	129.86	135.07	2.2	0.77	60.51	92.75	66.67	65.06
merged_3_11240637	10.81	11.15	7.21	8.57	6.55	7.85	6.25	11.7	5.94	12.94	6.44	0.64	0.05	6.39	5.06	3.52	7.03
merged_3_7981093	22.3	15.89	10.95	0	0	26.42	24.21	26.39	12.83	35.54	24.29	0.61	0.15	16.57	15.12	10.09	18.99
merged_1_6539626	10.64	11.74	7.82	3.86	2.95	17.18	13.14	13.44	7.54	14.17	12.73	0.37	0.25	25.35	28.13	17.27	27.29
merged_4_3923798	2.96	3.57	2.92	4.39	3.07	4.35	4.35	2.67	1.98	3.29	2.03	0.14	0.05	4.11	4.17	4.13	4.76
merged_3_16114166	51.54	58.93	30.1	0.76	1.63	73.88	52.05	49.88	25.92	54.59	37.36	1.57	0.12	44.65	32.06	26.73	67.72
merged_1_14586600	4.03	2.54	2.69	2.51	2.36	4.51	3.82	3.49	2	2.24	1.44	0.08	0	5.04	3.99	2.6	4.02
merged_Mt_242605	1.3	1.36	0.81	0.6	0.35	2.03	1.97	0.66	0.45	1.39	0.83	0.13	0.02	1.3	2.18	1.1	1.26
merged_2_5085074	6.14	4.3	4.72	7.49	5.69	3.48	2.64	3.04	3.61	1.21	0.66	0.05	0	7.19	7.44	6.45	7.04
merged_3_14773470	3.48	3.16	1.96	1.81	1.12	6.05	4	2.61	1.47	4.22	2.53	0.04	0.08	4.59	3.46	1.84	4.53
merged_1_21400693	3.28	3.65	4.08	0.59	0.94	11.85	5.13	6.47	3.82	9.32	5.23	0.24	0.46	8	3.6	2.01	8.19
merged_2_2775443	0.98	2.17	0.55	1.5	1.6	1.67	2.51	0.57	0.87	0.48	1	0.08	0.06	1.12	1.47	1	1.38
merged_3_15230205	14.42	16.29	20	3.14	2.62	28.66	26.93	18.62	15.54	29.45	27.78	0.72	0.25	22.06	26.02	15.97	19.73
merged_4_5361000	13.86	10.42	5.01	5	3.96	18.27	8.8	5.36	2.82	5.62	3.71	0	0.08	8.36	6.02	4.6	14
merged_1_15503305	3.18	3.16	2.15	2.48	3.86	3.21	2.77	3.71	1.91	1.63	1.17	0.4	0.03	4.93	4.88	2.93	4.77
merged_3_14205578	5.3	5.58	7.6	2.68	3.4	5.89	9.23	5.79	6.43	7.94	7.83	1.02	2.71	11.51	13.86	4.01	8.18
merged_1_26713570	13.52	12.47	10.83	15.98	17.2	0.95	0.56	16.15	10.54	1.42	0.46	0.13	0.41	0.91	1.28	1.07	0.88
merged_4_7360705	11.57	11.1	6.91	4.16	3.48	14.9	11.13	12.63	7.1	12.27	8.05	0.37	0.07	29.35	32.5	18.08	31.15
merged_3_14928068	4.72	6.78	3.48	2.23	1.85	6.96	6.67	9.16	4.25	13.45	10.39	0	0	12.65	6.41	4.6	6.7
merged_3_17163978	32.59	34.36	28.48	38.54	43.03	19.21	14.22	37.94	24.83	20.41	12.08	0.85	0.41	15.69	8.93	8.1	12.69
merged_2_3932653	4.74	4.54	2.47	5.06	2.94	6.02	4.49	2.73	0.98	3.91	1.53	0.12	0.06	11.24	8.51	2.15	7.27
merged_2_6686599	26.88	33.47	20.17	2.17	1.26	41.57	22.68	32.42	16.33	47.46	28.5	1.09	0.24	51.48	28.47	15.15	30.44
merged_2_6853742	10.15	10.49	5.84	1.99	0.46	15.5	16.19	13.49	6.73	20.76	12.24	0.3	0	11.54	9.51	10.01	11.07
merged_5_9994457	5.15	4.95	4.89	1.52	2.18	11.24	10.47	1.03	0.23	2.15	0.35	0.23	0	5.65	4.07	6.01	9.16
merged_5_11258040	1.03	0.79	0.58	0.88	0.56	0.78	1.23	1.41	0.49	0.32	0.37	0	0	1.05	1.67	0.92	2.32
merged_2_2617345	8.67	7.91	2.5	2.23	1.41	12.44	6.42	8.46	2.52	8.44	9.65	0	0	7.03	5.63	3.84	7.85
merged_5_13774724	92.83	94.03	48.84	113.52	78.27	10.58	6.99	85.78	57.9	0.75	0.15	2.1	0.55	86.2	38.45	83.27	103.38
merged_4_18201310	4.61	3.47	1.99	0.09	0.17	6.71	5.99	5.55	2.43	10.19	4.87	0.3	0.06	6.36	3.38	2.31	2.75
merged_1_8272923	16.6	24.4	4.85	0	0	36.62	13.57	46.13	19.55	87.86	49.57	1.3	0	23.9	14.25	11.75	22.05
merged_1_13624438	2.5	2.74	2.13	0.92	0.71	4.68	3.66	2.68	2.45	4.71	4.01	0.06	0.05	3.65	3.59	2.16	3.58
merged_1_17234106	5.33	2.59	2.8	0	0.39	1.27	1.07	0.18	0.07	26.59	30.98	0.42	0.13	2.43	3.3	1.87	4.31
merged_4_5970038	4.82	3.9	3.32	0.67	0.48	7.81	5.27	4.8	4.47	8.37	6.65	0.07	0.11	6.77	5.7	2.86	5.05
merged_3_15785995	53.49	56.16	53.45	2.47	2.42	100.44	95.77	69.5	53.89	110.05	103.51	3.5	0.27	59.64	49.86	38.43	53.84
merged_1_13347990	2.41	5.11	3.96	1.54	1.1	6.07	5.26	4.28	2.19	5.48	3.85	0	0.07	4.58	5.11	3.05	4.38
merged_1_19596611	4.03	3.8	2.46	1.44	1.46	8.35	5.41	4.02	2.17	5.4	4.59	0.19	0.1	4.53	4.33	3.58	5.82
merged_2_15399486	72.86	68.16	50.72	101.97	76.04	4.33	4.84	61.13	45.65	0.67	0.29	0.97	0.25	58.69	27.28	25.43	47.18
merged_5_12996472	3.34	3.64	3.39	3.71	3.29	3.81	3.3	2.78	2.31	1.8	1.27	0.05	0.01	4.05	4.14	2.87	4.44
merged_2_2821961	0.68	1.23	0.86	1.88	1.38	3.62	1.68	1.78	0.29	2.31	0.91	0	0	3.23	3.29	0.77	4.26
merged_2_10748726	68.27	91.51	100.8	2.02	1.55	175.23	162.45	164.44	125.79	273.98	219.14	6.23	0.86	115.18	87.61	79.92	113.33
merged_1_13932745	158.89	176.03	83.81	206.57	133.18	111.54	100.1	147.39	85.59	5.99	2.25	3.53	0.25	139.22	100.86	88.16	161.55
merged_5_2188579	6.45	6.24	2.51	0.85	0	10.99	7.26	6.33	2.96	18.49	5.37	0.53	0	12.69	6.44	5.98	9.86
merged_1_13969515	2.17	3.32	1.51	1.56	1.11	2.87	2.59	1.97	2.14	3.05	1.88	0.04	0.03	2.92	2.25	1.49	3.84
merged_4_11097266	3.64	5.26	4.91	2.21	2.34	5.99	5.95	4.88	3.91	4.28	5.49	0.2	0.2	4.77	5.24	5.33	5.1
merged_5_17479125	10.42	12.25	13.1	8.05	10.3	15.99	15.21	15.29	11.73	20.53	13.85	0.59	0.45	24.68	21.92	27.05	34.5
merged_3_16600546	8.97	7.63	6.86	0.91	1.27	11.91	11.93	8.49	6.06	14.33	14.1	0.45	0.23	9.9	3.66	2.75	5.18
merged_4_6911451	13.53	13.33	8.11	0.86	0.39	20	13.48	16.42	8.99	19.14	10.2	0.61	0.08	18.16	10.88	7.05	14.72
merged_1_13298409	3.1	3.51	3.68	2.18	3.27	4.65	3.47	4.21	3.4	4.01	2.47	0.11	0.13	5.85	5.35	4.01	5.77
merged_5_13777070	7.4	8.6	7.01	1.24	1.27	11.71	10.81	13	13.22	31.17	25.58	0.64	0	6.64	8.12	10.27	6.56
merged_5_6477790	5.52	5.37	2.01	1.11	1.06	8.68	3.22	8.29	2.95	15.14	7.03	1.6	1.39	6.42	2.86	2.43	8.5
merged_1_28843920	63.76	63.91	103.75	2.92	1.51	113.95	73.48	203.5	133.44	415.15	401.07	5.68	0.99	79.81	111.12	53.11	52.82
merged_4_5125615	8.13	8.15	5.84	4.55	4.85	10.94	8.73	6.58	5.03	8.28	5.89	0.28	0.11	8.86	7.96	6.56	8.65
merged_4_2137968	2.56	1.77	1.58	0.41	0.19	4.46	4.18	3.49	2.1	4.03	4.06	0.25	0.13	2.64	3.07	1.95	2.71
merged_1_23125079	15.67	16.24	16.82	0.76	1.36	32.41	31.37	20.2	13.35	29.13	32.97	0.63	0	19.16	21.47	15.85	19.5
merged_1_25844270	0.51	3.4	1.74	1.1	1.67	0.39	0.93	0.19	1.17	0.16	0	0.18	0	3.85	2.03	2.77	2.49
merged_2_439652	15.05	16.85	13.91	0	0	47.45	23.99	24.04	13.81	49.4	29.03	0.82	0	25.53	14.32	15.07	26.94
merged_2_1545729	13.78	12.78	7.84	1.78	1.32	25.87	18.1	16.64	7.17	27.43	16.63	0.56	0.23	15.91	13.78	8.38	12.49
merged_1_13601986	6.24	3.78	2.05	1.56	0.28	12.71	5.27	6.44	2.07	14.86	7.46	0	0.14	9.93	3.98	5.4	9.33
merged_4_6698972	22.64	20.43	9.51	1.05	0.66	36.53	21.77	22.72	9.49	40.28	19.3	1.35	0.48	28.47	18.16	14.85	23.27
merged_4_7889648	36.1	38.89	39.13	1.08	1.03	63.64	52.38	44.58	26.46	75.79	51.91	2.07	0.22	67.28	62.79	40.81	38.46
merged_2_1444354	7.49	6.61	2.17	0	0	7.11	3.38	9.03	4.13	11.85	5.41	0	0	11.92	5.48	3.21	8.14
merged_5_17439448	7.94	8.05	8.64	2.36	2.55	13.51	13.26	8.97	7.16	13.56	12.77	0.37	0.11	8.09	9.04	10.87	9.48
merged_3_12143539	8.08	8.25	3.89	6.35	5.39	18.13	9.71	3.92	1.24	5.65	3.1	0.95	0	8.27	3.75	4.41	9.06
merged_4_6537791	5.89	4.75	0.72	0	0.14	9.19	3.11	7.69	2.04	11.78	7.76	0.18	0	8.91	6.65	3.94	4.97
merged_3_11579550	3.31	3.28	3.01	2.31	1.68	4.41	3.57	2.66	1.9	4.27	3.17	0.14	0.02	3.22	2.82	2.45	3.58
merged_2_4709128	5.7	8.37	4.05	0.42	1.08	12.88	12.73	6.89	7.75	12.02	15.7	0.18	0	10.83	9.09	4.94	7.33
merged_1_2986166	19.03	17.85	40.05	0.18	1.02	30.11	79.79	28.64	41.22	30.61	81.66	0.59	0.45	24.39	55.48	38.48	17.54
merged_3_11639951	3.06	2.03	1.73	2.83	0	4.86	4.25	2.83	1.21	3.37	1.02	0	0.13	6.27	6.12	3.33	4.8
merged_5_17579418	1.29	1.28	1.91	0.41	1.84	1.85	0.8	2.66	0.73	0.7	0.09	0.45	0.26	1.21	1.12	0.07	0.47
merged_5_18473532	9.15	8.61	8.75	1.57	1.31	14.06	13.34	9.57	7.56	14.61	14.16	0.43	0.17	10.64	10.97	9.21	10.38
merged_4_929434	63.68	67.57	40.39	0.74	1.4	96.61	63.83	73.62	36.66	136.56	59.92	1.01	0	65.54	65.32	67.92	75.08
merged_3_19528816	22.48	19.32	18.88	2.04	0.94	34.35	23.57	23.85	9.21	43.4	24.57	1.98	0.12	25.66	16.75	11.68	21.07
merged_5_10569604	126.2	126.64	66.55	130.01	80.13	32.72	26.49	91.15	41.83	3.01	1.03	3.15	0.33	133.77	140.05	120.52	176.22
merged_4_6984596	30.93	27.24	19.39	0.72	1.44	56.62	34.86	52.39	27.41	92.45	59.73	1.53	0.45	62.06	56.05	15.85	25.61
merged_1_5970346	290.36	272.72	130.81	222.73	171.71	150.16	133.34	244.65	125.25	36.66	31.6	5.38	0.53	197.99	154.92	170.04	239.79
merged_1_22182690	22.42	22.87	19.23	0.5	0.71	41.31	27.62	28.65	19.22	43.41	33.97	1.33	0.23	38.08	20.53	22.11	31.48
merged_5_11428222	2.36	4.32	2.3	2.33	2.85	4.22	4.29	2.72	2.83	2.54	2.01	0	0.05	2.23	3.74	2.37	2.42
merged_1_10158914	6.71	8.72	3.71	0	0.13	13.73	9.02	7.83	4.08	19.37	11.61	0.08	0	10.22	7.84	3.24	9.24
merged_2_5804624	10.43	12.13	8.03	8.04	4.31	19.85	11.49	7.44	4.89	12.28	9.77	0.74	0.08	11.82	12.99	8.01	14.8
merged_5_22334989	20.07	13.35	11.13	0.72	0.4	31.54	25.04	20.82	17.55	35	22.86	1.04	0.56	26.3	16.37	13.01	18.28
merged_2_4327871	7.32	6.58	4.54	9.86	7.76	7.29	4.19	1.97	0.75	1.46	1.13	0.26	0.02	25.63	21.57	9.63	19.51
merged_4_5908897	11.4	11.11	7.13	1.42	3.38	17.74	11.4	11.67	6.36	16.88	9.76	0	0	23.19	15.97	15.25	20.3
merged_4_4339529	8.42	9.46	4.69	7.94	6.92	12.11	7.12	2.7	1.84	2.99	1.91	0.51	0.13	9.09	8.11	4.82	8.65
merged_4_15595849	13.28	10.56	5.41	0.79	0.54	20.74	12.53	10.85	5.98	19.73	15.15	0.24	0.27	15.73	9.65	7.5	14.01
merged_1_16968083	41.22	47.59	28.64	0	0.65	59.06	45.27	45.84	20.85	67.69	50.64	0.85	0.32	51.72	51.08	29.87	39.82
merged_2_2266429	31.05	37.84	26.66	25.49	27.28	16.04	11.12	38.3	20.44	6.46	4.81	0.48	0.26	27.99	16.21	23.3	21.59
merged_4_3777471	1.35	3.19	3.39	0.52	0.57	3.91	5.29	1.58	4.61	1.78	5.05	0	0.08	3.59	4.05	1.37	2.63
merged_1_13065050	43.25	40.85	17.26	0.77	1.47	65.72	32.07	54.44	21.24	71.96	44.38	1.91	0.24	59	25.08	16.1	42.15
merged_5_12261202	4.71	6.24	3.32	12.88	5.28	8.33	4.25	1.55	1.17	3.11	1.44	0	0	8.84	4.78	5.14	21.14
merged_3_15886739	37.49	36.61	22.33	2.9	2.33	67.13	35.99	36.9	29.33	72.2	47.4	3.69	0.16	40.46	21.67	12.51	39.93
merged_3_5778657	567.21	598.93	357.96	570.27	569.05	242.74	259.98	554.97	432.89	4.57	1.82	10.34	1.76	366.47	343.05	478.62	497.9
merged_2_4426818	9.99	11.31	5.14	8.69	4.93	15.55	10.85	4.31	1.77	6.68	4.03	0.21	0.06	12.58	8.4	6.07	15.28
merged_5_18788490	5.52	10.33	5.59	3.11	3.16	1.81	0.85	10.05	6.53	3.23	1.36	0	0	1.5	1.24	1.24	1.45
merged_1_13590874	4.32	5.48	0.91	1.23	0.2	5.09	2.11	2.57	0.31	11.64	2.34	0	0	2.58	1.17	1.27	4.36
merged_2_5559013	7.6	8.32	8.59	3.91	3.79	11.59	12.33	8.83	7.37	11.96	10.72	0.32	0.13	9.08	10.76	10.22	10.14
merged_5_8404222	12.91	14.95	12.12	0.55	0.93	24.32	25.58	18.41	12.59	31.69	29.46	1.52	0.58	15.41	16.36	11.71	16.89
merged_3_11430813	37.36	39.05	24.73	39.52	33.11	21	15.15	21.32	12.02	4.23	2.26	0.82	0.14	50.58	48.36	38.46	61.98
merged_4_6900073	22.95	21.83	6.67	0.92	0	46.83	26.65	26.37	5.91	47.24	21.54	1.01	0	45.98	16.13	11.62	24.51
merged_4_7694646	5.44	7.95	4.92	5.45	4.62	7.92	6.15	7.25	5.04	4.05	3.99	0.15	0.04	12.44	10.65	7.31	11.03
merged_2_5173777	1.3	1.51	1.67	0.53	1.04	3.16	2.39	2.23	1.4	3.3	1.57	0.09	0.07	3.08	1.86	1.18	2.49
merged_5_8896567	19.93	22.43	26.95	1.99	0.9	46.44	42.36	36.41	30.95	51	46.21	3.75	1.07	23.34	33.13	26.09	29.8
merged_1_18759169	8.4	9.53	7.89	0	0.22	29.65	18.93	55.87	41.15	142.78	117.62	0.56	1.5	7.37	5.01	6.65	20.18
merged_5_12896119	2.3	1.6	0.68	0.28	0.77	2.76	1.38	1.4	0.68	0.95	0.89	0	0	3.36	1.88	1.28	2.71
merged_2_1937563	18.79	14.55	7.09	1.61	0.92	31.57	15.91	26.65	8.64	43.79	26.64	0.66	0.5	23.84	12.98	9.91	21.59
merged_5_20294913	10.97	7.26	8.85	0	0.47	16.59	11.63	12.27	5.25	23.53	14.44	1.52	0.12	11.45	10.18	7.95	11.16
merged_2_3778683	11.5	9.57	6.35	1.57	3.31	14.89	8.78	9.66	4.5	18.08	6.68	0.48	0.16	17.45	7.59	6.68	13.7
merged_5_15055536	39.44	30.61	7.07	0.31	1.17	76.95	25.2	50.32	11.61	110.75	34.54	3.04	0.19	70.92	26.61	18.02	42.76
merged_4_3578398	1.11	1	0.85	0.95	0.53	1.1	0.94	0.54	0.63	0.77	0.57	0.05	0	0.94	0.58	0.52	1.08
merged_5_13203430	34.11	34.55	22.2	4.54	3.57	51.68	31.18	41.93	21.24	45.07	35.54	1.42	0.49	75.66	43.98	31.46	83.96
merged_3_15613061	108.46	99.53	73.39	96.16	102.76	66.14	48.05	56.6	41.62	6.3	4.06	1.28	0.12	106.99	70.7	88.35	109.04
merged_2_5392704	3.27	4.24	2.72	5	2.55	5	3.59	1.92	1.29	4.07	1.39	0.6	0.46	32.98	52.45	39.18	29.79
merged_4_2295392	4.41	1.95	1.04	2.57	2.46	4.44	1.99	3.17	1.43	1.9	0.46	0.26	0.07	11.57	4.26	4.73	11.34
merged_1_12083568	97.24	107.25	67.56	74.61	73.02	50.63	36.03	106.96	54.7	37.76	19.35	3.1	0.73	24.46	23.86	12.99	17.64
merged_5_15119077	12.97	10.66	7.54	0.43	0.39	15.1	13.47	15.29	7.25	17.32	10.31	0.29	0	17.77	14.39	11.16	12.43
merged_2_6329544	5.26	5.15	4.74	2.63	1.82	7.33	6.5	5.35	3.97	6.53	5.52	0.22	0.03	5.53	5.95	4.75	5.65
merged_5_15040737	233.64	199.67	118.12	160.57	201.73	7.43	2.63	201.34	124.8	1.69	0.76	3.35	0.37	3.02	1.19	1.49	4.64
merged_2_2442433	6.36	6.16	5.33	1.06	1.26	14.21	10.9	8.96	7.31	10.99	14.69	0.22	0.25	6.77	9.71	4.96	6.61
merged_5_14055067	80.54	85.8	72.24	85.98	94.14	60.76	56.27	53.1	40.11	14.3	12.7	2.12	0.55	106.97	93.32	108.01	134.01
merged_5_13618069	4.91	7.47	3.23	0	0.27	8.12	8.7	6.26	2.51	11.39	8.85	0.12	0	9.6	3.72	3.13	7.22
merged_3_15712339	3.5	3.58	3.53	2.91	4.2	4.54	4.92	2.55	3.19	2.44	2.18	0.45	0	4.13	5.76	5.07	5.25
merged_1_8771643	16.8	17.35	17.32	2.22	1.31	28.4	26.2	19.85	14.46	21.98	17.87	0.43	0.18	25.48	31.58	14.3	20.32
merged_2_2560843	3.24	3.39	3.49	4.34	4.26	3.01	3.39	2.37	2.14	1.86	1.42	0.1	0.07	2.84	3.45	2.99	4.11
merged_1_4619944	109.97	108.14	84.98	105.61	99.33	41.08	41.45	102.05	81.62	15.17	13.02	2.08	0.61	81.75	61.5	93.86	97.67
merged_5_1515953	135.47	138.71	75.66	4.36	3.63	260	209.99	202.26	125.33	411.5	319.96	7.39	4.2	126.9	144.68	115.03	142.4
merged_5_13676173	48	74.25	26.6	2.67	2.12	126.83	92.65	89.92	43.22	123.58	103.18	2.34	0.84	75.86	77.83	53.01	66.02
merged_4_3732506	8.14	7.04	4.41	1.88	3.57	7.65	4.51	2.35	1.07	3.11	1.69	0.22	0	10.67	6.97	4.03	6.67
merged_5_10924733	6.05	5.85	2.36	1.99	1.77	7.11	5.24	19.55	2.64	39.89	7.55	0	0	17.45	9.92	4.06	6.09
merged_3_10825416	38.1	35.37	22.2	42.75	32.51	6.58	3.03	40.93	22.01	2.03	1.22	0.31	0.04	37	81.04	3.73	7.48
merged_2_3608970	2.78	2.17	1.12	3.17	1.61	4.24	2.08	0.49	0.29	0.55	0.18	0.13	0.17	5.4	2.4	0.83	4.58
merged_3_16535255	14.85	17.52	22.01	0.41	0.09	34.03	36.58	15.27	17.97	54.48	47.36	0.57	0.09	23.79	25.98	22.94	20.04
merged_3_6624439	15.42	20.77	23.78	0.7	1.47	43.61	49	40.82	26.9	70.47	75.86	1.53	1.01	38.02	54.35	25.63	26.1
merged_4_8767884	4.8	3.53	0.9	0	0	6.92	2.28	6.2	0.91	9.6	2.88	0	0	3.27	2.59	1.99	4.26
merged_3_5792866	8.32	6.99	3.69	0.82	0.78	12.34	7.35	5.52	3.18	11.03	4.76	0.23	0	11.78	5.49	5.25	7.75
merged_4_4036422	3.33	2.5	2.12	1.71	2.05	2.88	1.5	4.33	1.39	1.65	1.44	0.16	0	5.9	5.45	4.15	6.67
merged_5_14693686	29.2	39.2	25.58	1.02	1.03	68.64	51.11	44.63	38.18	57.48	63.86	1.6	0.57	39.83	23.16	13.17	33.91
merged_3_16146288	17.59	19.83	12.54	1.3	0.9	35.17	19.82	23.52	16.01	37.08	24.77	0.29	0.15	25.5	15.81	12.56	18.06
merged_4_2900496	1.75	1.3	1.35	2.6	1.32	1.31	0.94	1.06	1.09	0.51	0.76	0.06	0	1.31	1.88	1.79	1.62
merged_1_14239590	4.16	4.64	3.51	3.98	3.74	3.73	3.55	4.24	2.94	2.42	1.84	0.17	0.06	5.46	5.9	4.13	5.49
merged_5_11999418	2.56	2.73	1.72	1.26	0.8	8.71	4.87	3.47	1.51	5.44	4.58	0.07	0.05	5.84	3.47	1.59	4.58
merged_1_14296221	8.5	7.77	4.03	0.81	0.44	16.17	10.39	10.53	4.98	17.77	14.23	0.1	0.07	10.67	6.13	3.98	9.35
merged_3_7880741	24.03	24.96	15.11	0	0.15	65.51	39.27	46.76	21.9	98.11	53.53	1.97	0.6	54.5	37.97	26.69	39
merged_2_2677772	1.78	1.89	0.95	0.39	0.17	3.5	2.41	3.06	1.07	4.71	1.9	0.07	0	2.36	2.01	1.44	2.69
merged_1_18302013	3.9	4.82	2.78	2.34	2.26	9.63	5.45	3.51	2.58	8.16	4.78	0.37	0.07	5.67	5.06	2.86	7.37
merged_2_1295410	7.06	6.14	2.29	6.77	3.75	5.21	2.18	1.9	0.83	0.91	0.66	0.11	0	13.5	6.37	10.1	17.7
merged_4_3912360	3.42	3.68	2.88	3.92	2.63	4.09	3.87	3.02	2.23	2.55	2.5	0.33	0.14	3.54	4.01	3.44	4.62
merged_3_134	56.83	60.95	54.48	4.16	2.44	88.18	74.45	84.67	62.07	147.45	124	3.68	1.06	93.16	100.07	42.07	49.87
merged_3_12575251	3.77	3.6	2.87	2.61	1.62	6.4	5.23	2.69	3.09	3.83	3.89	0.17	0.1	4.53	3.58	3.28	4.82
merged_5_14905289	7.78	6.24	3.27	2.13	1.69	16.55	7.8	12.06	2.71	19.14	9.31	0.37	0.22	13.65	5	3.27	7.09
merged_2_5286430	2.29	2.91	2.05	1.84	1.91	2.71	2.52	1.85	1.48	2.79	1.79	0.05	0.01	2.34	2.72	1.83	2.52
merged_4_8947062	195.01	219.2	221.38	226.27	208.42	30.95	29.66	218.05	181.13	7.34	5.03	4.28	0.59	66.87	63.45	106.09	58.74
